A1;Codigouf;Codigomunicipio;Nome;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60
3304102;33;4102;PORCIUNCULA;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1957;Não;-;Sim, com legislação específica;1991;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1948;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-
3304110;33;4110;PORTO REAL;Secretaria municipal exclusiva;Ensino superior completo;Sim;2010;2015;-;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;1997;Sim, com legislação específica;1997;Sim, com legislação específica;1997;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1992;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008
3304128;33;4128;QUATIS;Não possui estrutura;-;Sim;2008;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1993;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1994;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1993;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007
3304144;33;4144;QUEIMADOS;Secretaria municipal exclusiva;Mestrado ou doutorado;Sim;2006;2014;-;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;1999;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;1995;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Sim, com legislação específica;1999;Sim, com legislação específica;2014;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1999;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2009
3304151;33;4151;QUISSAMA;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1994;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1994;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3304201;33;4201;RESENDE;Secretaria municipal exclusiva;Ensino superior completo;Sim;2013;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;2007;Sim, com legislação específica;1992;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1992;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1989;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
3304300;33;4300;RIO BONITO;Secretaria municipal em conjunto com outras políticas;Ensino superior incompleto;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Sim, com legislação específica;1998;Sim, com legislação específica;1998;Sim, com legislação específica;1998;Não;-;Sim, com legislação específica;2009;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1998;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
3304409;33;4409;RIO CLARO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;1998;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1996;Sim, com legislação específica;1998;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, com legislação específica;1994;Sim, com legislação específica;2010
3304508;33;4508;RIO DAS FLORES;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2008;Não foi atualizado;-;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Sim, com legislação específica;2009;Sim, com legislação específica;2008;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3304524;33;4524;RIO DAS OSTRAS;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2012;Sim, com legislação específica;2012;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2000;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1996;Não;-;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2015;Não;-
3304557;33;4557;RIO DE JANEIRO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2011;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1970;Sim, com legislação específica;1976;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1991;Sim, com legislação específica;Não soube informar*;Sim, com legislação específica;2014;Sim, com legislação específica;1980;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007
3304607;33;4607;SANTA MARIA MADALENA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1969;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1976;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3304706;33;4706;SANTO ANTONIO DE PADUA;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2007;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1982;Sim, com legislação específica;1982;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1981;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1981;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
3304755;33;4755;SAO FRANCISCO DE ITABAPOANA;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2001;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2003;Sim, com legislação específica;2001;Sim, com legislação específica;2003;Sim, com legislação específica;2003;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-
3304805;33;4805;SAO FIDELIS;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1980;Sim, com legislação específica;1996;Sim, com legislação específica;1996;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1991;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3304904;33;4904;SAO GONCALO;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2009;Não foi atualizado;-;Sim, com legislação específica;2009;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1962;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2009;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
3305000;33;5000;SAO JOAO DA BARRA;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2015;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2012
3305109;33;5109;SAO JOAO DE MERITI;Setor subordinado a outra secretaria;Ensino superior completo;Sim;1981;2006;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010
3305133;33;5133;SAO JOSE DE UBA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2015;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Sim, com legislação específica;2006;Sim, com legislação específica;2012;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
3305158;33;5158;SAO JOSE DO VALE DO RIO PRETO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Não;-;Sim, com legislação específica;1992;Sim, com legislação específica;1991;Não;-;Sim, com legislação específica;1990;Não;-;Não;-;Sim, com legislação específica;1992;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
